Open,High,Low,Close,Volume,ema_200,ema_9,ema_21,ema_55,ema_100,supertrend,hma_100,psar,rsi_14,macd,macd_signal,macd_hist,hlc3,esa,d,ci,tci,wt1,wt2,k,bb_upper,bb_middle,bb_lower,atr_1,long_stop,short_stop,stddev,upper_rvi,lower_rvi,rvi,obv,mf_mult,mf_vol,cmf,buy_signal,sell_signal
909.5,909.5,899.5,903.85,7053100,,915.6407166673964,925.0182677917174,,,845.5440206553212,,934.579004,38.258741810634525,-7.638142217935524,-3.530859179775493,-4.1072830381600305,904.2833333333333,914.2837191115067,15.400581195640695,-52.8018034897783,-60.271532026356546,-60.271532026356546,-57.83030722586426,20.2933985330074,958.3711540316626,926.9725000000001,895.5738459683375,10.0,891.0,918.0,17.73028300975645,5.367822586664715,8.585006183736226,38.47121379466673,40415063,-0.12999999999999545,-916902.9999999679,,False,False
895.0,905.1,885.45,901.25,10452798,,912.7625733339172,922.8575161742885,,,842.8796185897891,,931.1246836800001,37.277875904680954,-8.499226137475716,-4.524532571315538,-3.9746935661601785,897.2666666666668,910.8803086225388,21.694723586030594,-70.77288504530443,-61.88712479850238,-61.88712479850238,-60.59679231465575,24.42040185471402,959.1417606013846,925.8,892.4582393986153,19.649999999999977,868.7475000000001,921.8025,18.638807674182086,4.652112908442754,9.925513049129007,31.912692244832918,29962265,0.6081424936386741,6356790.641221345,,False,False
894.4,901.9,890.0,892.55,5661158,,908.7200586671338,920.1022874311714,,,836.4466567308101,,926.557215312,34.12516397288324,-9.771024352073027,-5.573830927467036,-4.197193424605992,894.8166666666666,907.6675802313645,18.56250842393389,-66.77945270615874,-62.63979063044951,-62.63979063044951,-61.607027985715256,10.973724884080243,959.9958398596459,923.8174999999999,887.6391601403539,11.899999999999977,879.885,912.015,19.694984748468876,4.031831187317053,11.228109275707656,26.42101518735476,24301107,-0.5714285714285783,-3234947.4285714673,,False,False
887.7,899.5,885.3,891.7,7928147,,905.3160469337071,917.5202613010648,,,836.9469910577292,,922.4464937808,33.824179041761724,-10.72390301761709,-6.603845345497047,-4.120057672120043,892.1666666666666,904.567397518425,15.08768501162075,-64.87342651866949,-62.98342692094489,-62.98342692094489,-61.94546859406333,9.868928296067986,960.6549821486235,921.9675000000001,883.2800178513767,14.200000000000045,873.2299999999999,911.57,19.4999747474583,3.494253695674779,12.331024671941075,22.080203674807166,16372960,-0.09859154929576472,-781648.2957745692,,False,False
883.0,891.8,880.9,887.75,7614047,,901.8028375469657,914.8138739100589,,,835.2022919519562,,917.9889145271039,32.39429319297197,-11.663350370762828,-7.615746350550204,-4.047604020212624,886.8166666666666,901.0172513480734,10.244783310350263,-72.62837673204103,-64.46726535342123,-64.46726535342123,-62.9944019258295,9.89169675090256,962.0140656151133,921.025,880.0359343848867,10.899999999999977,871.635,901.0649999999999,18.2866873874427,3.028353202918142,13.125113034007958,18.747389312613674,8758913,0.2568807339449609,1955901.981651428,,False,False
878.0,880.8,873.1,878.55,4928778,,897.1522700375726,911.5171581000535,,,826.8620627567606,,912.7964664933094,29.2886673615576,-13.00037208196511,-8.692671496833185,-4.307700585131926,877.4833333333332,896.3104677451254,8.970952006033025,-88.43159680878497,-68.15408557732334,-68.15408557732334,-64.56114212053474,7.1522309711285255,963.9603698439846,918.975,873.9896301560154,14.649999999999977,853.6975,900.2025,17.76125923310196,2.6245727758623896,13.743265860553825,16.034937991281712,3830135,0.4155844155844104,2048323.324675299,,False,False
873.9,877.8,868.75,874.7,5861417,,892.6618160300582,908.1701437273214,,,825.2408564810846,,906.4450318543799,28.07564729528029,-14.206866333397556,-9.79551046414606,-4.411355869251496,873.75,891.7983741961003,8.282402136851912,-80.40598678392094,-70.03899345526143,-70.03899345526143,-66.41094282673772,7.8032786885246495,964.5413610604562,916.095,867.6486389395438,9.799999999999955,859.6700000000001,886.8799999999999,17.05386464243276,2.2746297390807375,14.184679031471017,13.81971606942815,-2031282,0.3149171270718399,1845860.6022100425,,False,False
874.95,877.0,868.35,870.05,5535233,,888.1394528240465,904.7046761157467,,,822.9417708329761,,899.6599261205915,26.640527671586568,-15.361163922600781,-10.908641155837005,-4.452522766763776,871.7999999999998,887.7986993568803,5.724461036801084,-70.30277290546994,-70.07957490913967,-70.07957490913967,-68.18497982378642,2.2178734507500746,961.9198945993675,912.11,862.3001054006326,8.649999999999977,860.9975000000001,884.3525,13.720397196962546,1.9713457738699727,14.122774786869888,12.24885675753474,-7566515,-0.6069364161849858,-3359534.4797688676,,False,False
860.0,870.95,859.0,870.05,7209207,,884.5215622592373,901.5542510143151,,,824.0675937496785,,893.3979408964732,26.640527671586568,-16.090472131547926,-11.94500735097919,-4.145464780568737,866.6666666666666,883.5722928188376,7.676267899671896,-72.62749474485194,-70.47156257617232,-70.47156257617232,-69.68605412947419,13.007651559740964,958.7447489090258,908.3025,857.8602510909742,11.950000000000045,848.8425,881.1075000000001,13.560629147601547,1.7084996706873097,14.047822034967442,10.84326470735965,-357308,0.8493723849372239,6123301.343096129,,False,False
859.3,865.8,855.0,859.2,7065304,,879.4572498073899,897.7038645584682,,,813.3008343747107,,886.5183527171786,23.403245434381446,-17.344027313696984,-13.024811343522748,-4.319215970174236,860.0,878.8578342550701,7.297397225719259,-77.67110101507477,-71.579183874465,-71.579183874465,-70.54232870375961,6.666666666666739,957.6620132138385,904.5075,851.3529867861616,15.049999999999955,837.9575,882.8425,15.316380615259819,1.4806997145956684,14.216963179006425,9.432612514562013,-7422612,-0.22222222222221052,-1570067.5555554728,,False,False
855.4,861.4,852.7,858.2,4909607,,875.205799845912,894.1126041440621,,,814.2807509372396,,880.2146821737429,23.12433679131371,-18.20827678901378,-14.061504432620955,-4.146772356392825,857.4333333333334,874.5729340707228,9.785805605985669,-69.77201773598223,-71.30115831469843,-71.30115831469843,-70.85786991861885,9.683098591549303,954.9525899457414,900.51,846.0674100542586,8.699999999999932,845.3050000000001,868.795,16.65884968199373,1.2832730859829127,14.5425480460714,8.108729874266778,-12332219,0.2643678160919639,1297942.0804598187,,False,False
858.0,861.6,850.6,855.4,6521854,,871.2446398767296,890.5932764946018,,,812.5726758435156,,874.7117457389943,22.322169406579476,-18.901255417378593,-15.029454629572484,-3.8718007878061087,855.8666666666667,870.8316805899116,8.166390343570574,-61.988430722854126,-69.86843099287623,-69.86843099287623,-70.805083939553,8.149405772495681,950.4217139427068,896.1599999999999,841.8982860572929,11.0,841.25,870.95,16.767656343162948,1.1121700078518577,14.839229152350272,6.972241097361924,-18854073,-0.12727272727273553,-830054.1454545993,,False,False
851.25,859.85,847.2,858.65,7124767,,868.7257119013838,887.6893422678198,,,816.3104082591641,,869.8893965911955,25.550425269394992,-18.96952920977401,-15.81746954561279,-3.1520596641612197,855.2333333333335,867.712011138596,12.070438854360603,-54.12122354509768,-67.44578369321799,-67.44578369321799,-70.0486392188144,18.378812199036823,943.6560601691964,891.8625,840.0689398308035,12.649999999999977,836.4475000000001,870.6025,15.618347674798901,3.0463270301114638,12.860665265370237,19.15086757775546,-11729306,0.8102766798418897,5773032.549407061,0.12485891668651435,False,False
850.5,853.9,847.35,851.0,6985306,,865.180569521107,884.3539475161998,,,809.5043674332477,,865.3515172729564,23.11523991408562,-19.417099511966853,-16.537395538883604,-2.8797039730832488,850.75,864.3196089108769,10.875912143533817,-60.265433375119215,-66.34111441351048,-66.34111441351048,-68.73912185357578,6.099518459068952,937.4988204579054,887.4799999999999,837.4611795420944,11.299999999999955,832.9950000000001,868.2549999999999,14.595905403415038,2.640150092763269,13.092030617109543,16.78184443372449,-18714612,0.11450381679389393,799844.1984732881,0.12528075202102565,False,False
847.0,854.7,844.15,850.7,19329819,,862.2844556168857,881.2944977419999,,,810.1889306899229,,861.7212138183651,23.022571395227985,-19.570414141753645,-17.143999259457612,-2.426414882296033,849.85,861.4256871287016,11.741614731263619,-53.875913363374785,-64.42339117502807,-64.42339117502807,-67.0196800686582,10.746513535685091,931.0404642610005,883.3300000000002,835.6195357389998,10.550000000000068,835.1824999999999,863.6675000000001,13.86914700464122,2.2881300803948332,13.1956461354471,14.777597199149495,-38044431,0.24170616113744567,4672136.345971659,0.13089090997172573,False,False
843.7,856.7,841.0,843.7,18956575,,858.5675644935086,877.8768161290908,,,802.5300376209307,,858.2069710546921,20.9155692665052,-20.02591233726457,-17.720381875019005,-2.3055304622455672,847.1333333333333,858.567216369628,7.093176510566643,-55.453600727542934,-63.04342341387651,-63.04342341387651,-65.31342817390826,4.4334975369458895,921.8055452054898,878.5475,835.2894547945102,15.700000000000045,827.655,870.0450000000001,13.0463705332515,1.983046069675522,13.17574272182102,13.081823996307207,-57001006,-0.6560509554140079,-12436479.140127297,0.09651544096817544,False,False
875.05,880.75,868.5,873.7,10190209,,861.594051594807,877.4971055719008,,,825.5320338588376,,868.5,44.40052457649027,-17.761406224490997,-17.728586744913404,-0.03281947957759357,874.3166666666666,861.7171064290358,23.692482323355648,62.143541369610126,-43.78389037026318,-43.78389037026318,-59.39795484316956,55.897435897435976,916.481383167672,876.5,836.518616832328,37.049999999999955,812.2075000000001,937.0424999999999,11.128706396548962,3.2024674465919807,11.418977025578219,21.902538102082957,-46810797,-0.15102040816325787,-1538929.5224489039,0.08063743328614618,False,False
876.25,876.8,861.3,872.95,9931261,,863.8652412758456,877.0837323380915,901.7341562319767,,824.9488304729539,,876.8,44.04835395706693,-15.844640395685474,-17.35179747506782,1.5071570793823454,870.35,863.4436851432287,41.07487807392786,37.75626228277708,-31.239251500564677,-31.239251500564677,-50.62248911493312,62.89370078740172,912.763356635397,874.915,837.0666433646029,15.5,848.125,889.9749999999999,10.469099553186485,2.775471787046383,11.292326695925988,19.729254654918517,-56742058,0.5032258064516246,4997666.825806568,0.08056968829899047,False,False
869.0,872.9,862.3,868.1,7323879,,864.7121930206765,876.267029398265,900.532936366549,,821.7039474256584,,880.75,41.742616541647465,-14.54922967060213,-16.79128391417468,2.24205424357255,867.7666666666665,864.3082814479163,62.29386298204812,22.06871335839288,-23.038026137648128,-23.038026137648128,-40.27614785558812,68.09045226130667,909.6113806633653,873.36,837.1086193366348,10.650000000000091,853.1974999999998,882.0025000000002,9.870260657881806,2.4054088821068653,11.10271789085343,17.807123982000665,-64065937,0.09433962264151996,690931.9811321526,0.10596540225603038,False,False
857.9,880.4,856.0,864.05,10185978,,864.5797544165413,875.156390362059,899.229974353458,,814.9735526830925,,856.0,39.86597832042491,-13.6915804737921,-16.171343226098166,2.4797627523060655,866.8166666666666,864.8099584916664,62.99052481078536,15.273144061456216,-17.143999953170535,-17.143999953170535,-28.80129199041163,57.987421383647686,904.6589338009809,871.3050000000001,837.9510661990192,24.399999999999977,835.26,901.14,9.514307408031828,2.08468769782595,10.890929826477217,16.06619256402523,-74251915,-0.3401639344262326,-3464902.352459048,0.08428887135636336,False,False
875.0,877.0,861.6,863.55,11029140,,864.3738035332331,874.1012639655082,897.9556895551202,,814.7611974147833,,856.0,39.629105721271,-12.903489730151364,-15.517772526908807,2.6142827967574434,867.3833333333332,865.3246334599999,60.93581113112731,18.499095284087,-11.6604468397463,-11.6604468397463,-20.77043110778241,56.72955974842756,899.230551097136,869.29,839.349448902864,15.399999999999977,848.51,890.09,9.095436751303012,1.8067293381158234,10.651530749787323,14.502260551376194,-85281055,-0.7467532467532553,-8236046.103896198,0.0651635097763804,False,False
904.0,904.0,869.0,871.75,29191921,,865.8490428265865,873.8875126959165,897.0197720710088,,815.7050776733049,,856.0,45.36273826239311,-11.484860347183144,-14.711190090963676,3.226329743780532,881.5833333333334,868.5763734346666,54.50883498053302,101.57712189921712,5.760717581632689,5.760717581632689,-11.520438837233069,48.80952380952381,893.9809339600215,867.8149999999999,841.6490660399784,40.450000000000045,829.1674999999999,943.8325000000001,9.704578542984429,2.859775898764971,9.23132664981568,23.651903432914594,-56089134,-0.8428571428571429,-24604619.12857143,0.0015110708479072286,False,False
908.0,918.0,902.1,906.0,9038777,,873.8792342612692,876.8068297235604,897.3404944970442,,841.6845699059745,,857.92,61.71722885039766,-7.510323248308509,-13.271016722432643,5.760693474124134,908.6999999999999,876.6010987477333,63.31822265784527,161.5146504795421,29.722861104387984,29.722861104387984,1.66978297327596,84.41558441558442,897.678284076489,868.4875,839.2967159235109,46.25,832.4375,987.6625,16.13780323283822,4.630179543308071,8.000483096506922,36.65824727764157,-47050357,-0.509433962264153,-4604659.981132095,-0.007515440097311688,False,False
915.0,917.95,898.9,903.05,7320207,,879.7133874090154,879.192572475964,897.5444054078641,,839.4511129153769,,861.5247999999999,60.04995512454491,-4.546109586816442,-11.526035295309404,6.979925708492962,906.6333333333332,882.6075456648533,71.26984126984125,103.97767735417871,41.146678988971175,41.146678988971175,16.24245270881139,80.58441558441552,900.39128727211,869.055,837.7187127278899,19.050000000000068,882.7074999999999,934.1425000000002,19.151837478108085,4.0128222708669945,9.487330347387077,29.72427337925872,-54370564,-0.5643044619422611,-4130825.4724409734,-0.0318578267009856,False,False
909.0,919.95,901.25,915.15,11967044,,886.8007099272123,882.4614295236036,898.1731766432976,,852.3010016238393,,864.9133119999999,64.30895642645119,-1.2066702840882044,-9.462162293065164,8.25549200897696,912.1166666666667,888.5093698652161,86.3067342199704,92.333107915612,49.02151420845438,49.02151420845438,31.412942970861558,93.92020265991125,906.8873710145159,870.425,833.962628985484,18.700000000000045,885.355,935.845,22.960309957257152,6.539153962385683,8.222352967735468,44.29868842890565,-42403520,0.4866310160427747,5823534.780748591,-0.01326595347767049,False,False
905.7,910.6,891.6,902.85,13187308,,890.0105679417699,884.3149359305487,898.3402060488941,,839.2209014614554,,869.3162470399999,57.58805762168565,0.44225418709868336,-7.481278997032395,7.923533184131078,901.6833333333334,891.1441625588396,84.2817800734203,44.6276694280008,48.34553808838459,48.34553808838459,42.05914809754953,78.34072197593412,910.6358023382031,871.64,832.6441976617969,23.549999999999955,867.0325000000001,935.1674999999999,23.18969329249508,5.667266767400926,10.217998344370082,35.676249200282285,-55590828,0.18421052631578946,2429240.947368421,-0.006731960285761365,False,False
