Timestamp,Open,High,Low,Close,Volume,ema_200,ema_9,ema_21,ema_55,ema_100,supertrend,hma_100,psar,rsi_14,macd,macd_signal,macd_hist,hlc3,esa,d,ci,tci,wt1,wt2,k,bb_upper,bb_middle,bb_lower,atr_1,long_stop,short_stop,stddev,upper_rvi,lower_rvi,rvi,obv,mf_mult,mf_vol,cmf
2024-06-07 10:15:00+05:30,817.0,822.5,814.0,820.0,2160190,839.1786210153,824.2742541562,828.385560649,833.8090083409,836.8695274924,804.453933364,829.6108946824,828.2888961925,26.1409531097,-4.0052460327,-3.106166179,-0.8990798537,818.8333333333,823.8197376023,14.2004458064,-82.295121737,-59.7028302741,-59.7028302741,-55.9374095426,19.0779014308,842.8462440558,830.0975,817.3487559442,8.5,806.775,829.725,4.6724936565,1.3192922173,3.2396637004,28.93847278,-21862526,0.4117647059,889490.0,0.08655562700000001
2024-06-07 09:45:00+05:30,818.0,820.5,814.25,817.0,2070625,838.9579382192,822.8194033249,827.3505096809,833.2086866144,836.4760715024,801.1335400276,828.8863950477,825.431116954,22.7959743713,-4.3899681519,-3.3629265736,-1.0270415783,817.25,822.5057900818,13.5087049687,-81.8139476706,-63.1045406428,-63.1045406428,-58.250928405,9.5389507154,842.3868965058,829.0275,815.6681034942,6.25,808.9375,825.8125,3.5138335924,1.1433865883,3.276219686,25.8707793716,-23933151,-0.12,-248475.0,0.0854938286
2024-06-07 09:15:00+05:30,819.9,826.0,810.5,818.0,3105035,838.7494015205,821.8555226599,826.5004633463,832.6655192353,836.1102087004,799.0701860248,828.1330616791,810.5,26.1865308966,-4.5615884088,-3.6026589406,-0.9589294682,818.1666666667,821.6379653988,16.692026538,-56.1639722147,-62.0367608846,-62.0367608846,-60.1098181797,21.4592274678,842.016484084,828.1625,814.308515916,15.5,797.325,839.175,3.5022936208,1.457907526,2.8393903946,33.9261450554,-20828116,-0.0322580645,-100162.4193548387,0.09416412710000001
2024-06-06 15:15:00+05:30,817.05,817.85,814.0,817.0,1758707,838.532989565,820.8844181279,825.6367848603,832.1060364055,835.7317887261,798.7631674223,827.3489934311,810.5,25.003966929,-4.7238368904,-3.8268945306,-0.8969423598,816.2833333333,820.5670389857,20.6501863785,-68.763382523,-63.0716257521,-63.0716257521,-61.9789393884,30.9523809524,841.317593805,827.1925,813.067406195,4.0,810.45,821.4,3.2518613551,1.2635198559,2.8943865226,30.3883671454,-22586823,0.5584415584,982135.0779220617,0.101533043
2024-06-06 14:45:00+05:30,815.25,819.0,813.85,817.05,2713992,838.3192284748,820.1175345024,824.8561680548,831.5683208196,835.3618523157,799.0918506801,826.5440971285,810.5,25.1858887868,-4.7931331436,-4.0201422532,-0.7729908904,816.6333333333,819.7802978552,27.8673615369,-53.0882826281,-61.5357268099,-61.5357268099,-62.4371635223,31.1904761905,840.7259802949,826.3325,811.9390197051,5.15,809.4725,823.3775,3.3240258313,1.5382539859,2.5084683196,38.0123435655,-19872831,0.2427184466,658735.92233004,0.11543259530000001
2024-06-06 14:15:00+05:30,818.2,818.4,811.65,815.15,1500113,838.088688888,819.1240276019,823.9737891407,830.9819522189,834.9616176164,796.9626656121,825.7065500538,810.81,22.9114824305,-4.9443694314,-4.2049876888,-0.7393817426,815.0666666667,818.8375716175,29.1381987578,-64.2019270476,-61.9459114619,-61.9459114619,-62.1475062271,25.2717391304,839.6091248427,825.255,810.9008751573,6.75,805.9125,824.1375,3.5896315334,1.3331534545000001,2.6526234148,33.4477693609,-21372944,0.037037037,55559.7407407407,0.1157665479
2024-06-06 13:45:00+05:30,821.8,821.95,817.1,818.25,2802293,837.8912889986,818.9492220815,823.4534446734,830.5272396396,834.6306944953,799.8413990509,824.8817344346,811.1138,33.4682823619,-4.7592198629,-4.3158341236,-0.4433857393,819.1,818.890057294,34.4773040969,4.4089042374,-51.7374782774,-51.7374782774,-59.5726855753,46.9696969697,838.0933754726,824.3575,810.6216245274,6.8,809.37,829.68,3.4422508492,1.6143664404,2.2989402928000002,41.2532558902,-18570651,-0.5257731959,-1473370.546391785,0.08912386750000001
2024-06-06 13:15:00+05:30,813.9,822.5,813.25,821.95,2797625,837.7326692076,819.5493776652,823.3167678849,830.2209096525,834.379591634,802.6072591458,824.1169435167,811.411524,43.4264755245,-4.2647668407,-4.305620667,0.0408538264,819.2333333333,818.9587125019,47.2117918314,7.0563650306,-42.6922716146,-42.6922716146,-54.4778470409,69.3939393939,836.2719210081,823.6425,811.0130789919,9.25,805.3875,830.3625,3.1122527893,1.8140846203,1.9924149204000001,47.6575552124,-15773026,0.8810810811,2464934.459459487,0.1217855479
2024-06-06 12:45:00+05:30,816.7,819.95,810.0,813.9,2292010,837.4955282204,818.4195021322,822.4606980772,829.6380200221,833.974055166,792.9065332312,823.3270036074,819.95,32.1511870447,-4.4709387823,-4.3386842901,-0.13225449220000002,814.6166666667,818.0903033348,46.4349376114,-83.5904035511,-48.9842919125,-48.9842919125,-51.3399883166,22.9411764706,833.5858295807,822.39,811.1941704193,11.95,797.8425,832.1075,3.0867108855,1.5722066709,2.1383210491,42.3715112657,-18065036,-0.216080402,-495258.4422110739,0.114907802
2024-06-06 12:15:00+05:30,820.1,822.5,816.55,816.7,1100626,837.2886075416,818.0756017057,821.936998252,829.1759478784,833.6319946676,795.2258799081,822.5531319991,816.55,38.1650550446,-4.3581568132,-4.3425787947,-0.0155780185,818.5833333333,818.1889093345,44.7367052882,11.4566118622,-39.6856913318,-39.6856913318,-45.7749332841,41.875,830.2513718457,821.3325,812.4136281543,8.6,806.59,832.46,2.8600268859,1.7439160329,1.8532115759,48.4807941935,-16964410,-0.9495798319000001,-1045132.252100807,0.1081678249
2024-06-06 11:45:00+05:30,822.05,826.0,816.25,820.1,2498650,837.1175766208,818.4804813646,821.7699984109,828.8518068828,833.3640343772,797.8482919173,821.8383694993,826.0,44.5878254847,-3.9489041956,-4.2638438749,0.3149396793,820.7833333333,818.7077941343,42.6470588235,61.4633625833,-24.1242984218,-24.1242984218,-38.8716383202,63.125,829.0282508854,820.875,812.7217491146,9.75,807.9625,834.2875,2.5350684349,1.8494030198,1.6061166991,53.5202565823,-14465760,-0.2102564103,-525357.1794871679,0.081260315
2024-06-06 11:15:00+05:30,827.0,828.35,819.0,822.05,1991728,836.9676504853,819.1943850917,821.7954531008,828.6088852084,833.1399940925,799.2184627256,821.2039083991,819.0,47.9284618589,-3.4277073677,-4.0966165735,0.6689092058,823.1333333333,819.5929019741,56.889191644,94.0696622647,-5.9406121623,-5.9406121623,-29.6837234571,65.6675749319,827.6205806781,820.495,813.3694193219,9.35,811.0525,836.2975,2.520683379,1.9389070677,1.3919678059,58.2101442199,-12474032,-0.34759358290000003,-692311.8716577765,0.0549196613
2024-06-06 10:45:00+05:30,831.3,831.5,825.25,827.0,2099371,836.8684698834,820.7555080733,822.268593728,828.5514250224,833.0184100511,803.616616453,820.6965301248,816.25,55.2960476948,-2.5854282874,-3.7943789163,1.2089506288,827.9166666667,821.2576549126,69.2874474579,132.9514189088,15.4273926178,15.4273926178,-13.5808023245,79.0697674419,827.8854106845,820.5575,813.2295893155,9.45,814.0175,842.7325,3.586176638,2.1585430104,1.2063720984,64.1485131298,-10374661,-0.44,-923723.24,0.0314946346
2024-06-06 10:15:00+05:30,821.05,833.35,820.7,831.3,5669596,836.8130622229,822.8644064587,823.0896306618,828.6495884144,832.9843821293,806.4599548077,820.3500735638,816.86,60.5216008681,-1.5530395119,-3.3461110354,1.7930715235,828.45,822.6961239301,78.6526330396,100.3633154386,28.4944576672,28.4944576672,3.4642349252,91.2205567452,829.4400888413,820.8925,812.3449111587,12.65,809.9475,844.1025,5.0532823866,2.5445082606000002,1.0455224853,70.8770604119,-4705065,0.6758893281,3832019.4308299753,0.0637933926
2024-06-06 09:45:00+05:30,818.25,822.8,811.65,821.05,3182909,836.6562158326,822.5015251669,822.9042096926,828.3781745425,832.7480577307,792.7989593269,820.0357067366,822.8,46.5524752867,-1.5441532688,-2.9857194821,1.4415662132,818.5,821.8568991441,72.5378882194,-60.0142080113,14.8777398705,14.8777398705,13.2147444983,47.3233404711,829.1413807222,820.7325,812.3236192778,19.65,786.4475,848.0025,5.0272665625,2.2052404925,1.5764216956000001,58.3140529958,-7887974,0.6860986547,2183789.582959639,0.0827117348
2024-06-06 09:15:00+05:30,800.0,824.0,796.0,818.0,9984915,836.4705818442,821.6012201335,822.4583724478,828.0075254517,832.4560169835,784.1740633942,819.7148802527,796.0,43.3464083192,-1.7628987676,-2.7411553392,0.9782565716,812.6666666667,820.0188526486,65.8153909953,-110.0550579953,-4.3426905704,-4.3426905704,13.6142248963,58.9022757697,828.6000436796,820.3725,812.1449563204,28.0,772.2,847.8,4.9788111639,1.9112084268,2.0300736247,48.4920490803,-17872889,0.5714285714,5705665.714285714,0.1317817121
2024-06-05 15:15:00+05:30,789.15,790.3,785.8,787.55,2204998,835.9838098856,814.7909761068,819.2848840434,826.5626138284,831.5667889244,747.4466570548,819.0590736556,790.3,24.9051362704,-4.3432503833,-3.061574348,-1.2816760353,787.8833333333,813.5917487855,36.6353175762,-196.895337315,-33.966174685,-33.966174685,1.2658330706,3.6803364879,834.7870729638,818.505,802.2229270362,32.2,730.73,845.37,10.6887579005,1.6563806366,3.1845648615,34.21605629,-20077887,-0.2222222222,-489999.5555555555,0.1201061789
2024-06-05 14:45:00+05:30,788.65,792.45,782.6,789.25,6850683,835.5187968519,809.6827808855,816.5544400395,825.2300204774,830.7288327081,750.2019913493,818.1263352253,782.6,26.7780818826,-6.1797851205,-3.6852165025,-2.494568618,788.1,808.4933990284,25.2286868445,-123.1222631947,-47.6824959941,-47.6824959941,-17.7784053447,13.1034482759,837.3429891511,816.8225,796.3020108489,9.85,774.2275,800.8225,13.5053328412,3.2362409305,2.7599562133,53.9715565201,-13227204,0.35025380710000004,2399477.802030404,0.1455942617
2024-06-05 14:15:00+05:30,782.4,790.95,777.65,788.5,6715445,835.050948127,805.4462247084,814.0040363995,823.9182340318,829.892618199,749.3667922144,816.9492911738,790.95,26.4644823822,-7.6080697709,-4.4697871562,-3.1382826147,785.7,803.9347192227,12.0877128147,-97.4012172015,-55.331530026,-55.331530026,-35.3307228189,19.4793536804,838.8037961046,815.0975,791.3912038954,13.3,766.345,802.255,15.5489567759,2.8047421398,4.4651562883,38.5802108178,-19942649,0.6315789474,4241333.684210493,0.1718792693
