date,open,high,low,close,volume,atr,rsi,sma,ema_20,ema_9,bb_h,bb_l,vwap,obv,ad_line,adx,aroon,macd,macd_diff,macd_signal
2024-07-23 13:00:00+05:30,9340.05,9385.0,9302.6,9304.95,27450,87.94055820153854,38.34287928294139,9406.182499999999,9391.912473665603,9367.909601823985,9533.145460248254,9279.219539751744,9259.316022830662,135369,106789.64994327932,38.608967086074244,-16.0,-16.30199986525986,-17.413281957575368,1.1112820923155085
2024-07-23 13:15:00+05:30,9293.7,9399.95,9293.7,9388.0,23163,89.24837547285722,49.18889557150109,9405.3275,9391.539857126021,9371.927681459189,9532.538173589128,9278.116826410871,9266.169137069102,158532,124742.33747269076,40.70897478700894,-16.0,-14.377855132668628,-12.39130977998731,-1.986545352681319
2024-07-23 13:30:00+05:30,9392.6,9399.9,9298.0,9310.35,21585,90.15206293908169,41.78740889531394,9400.645,9383.807489780686,9359.612145167352,9534.430817260276,9266.859182739725,9269.265209029147,136947,108389.42285051233,42.61807269694957,-16.0,-18.900786124140723,-13.531392617167523,-5.3693935069732
2024-07-23 13:45:00+05:30,9310.35,9348.0,9260.0,9344.2,19046,89.99834415771872,45.6282562532197,9397.52,9380.03534789681,9356.529716133882,9533.495944196024,9261.544055803977,9270.641818600245,155993,125790.54103233083,44.57166981683357,-16.0,-19.528714551943267,-11.327456835976053,-8.201257715967214
2024-07-23 14:00:00+05:30,9344.2,9384.95,9314.4,9358.35,5574,88.60917671788174,47.19664628833425,9394.437500000002,9377.970076668542,9356.893772907106,9531.029000010069,9257.845999989935,9271.090637558524,161567,127161.32629101262,45.410850867430405,-16.0,-18.66935688652302,-8.374479336444644,-10.294877550078375
2024-07-23 14:15:00+05:30,9358.35,9407.45,9341.7,9365.0,7128,86.97637838089018,47.956443454427614,9392.08,9376.734831271538,9358.515018325685,9528.994474764359,9255.165525235641,9271.221177275027,168695,125085.26241268546,45.609381543559174,-15.999999999999993,-17.252830432002156,-5.566362305539023,-11.686468126463133
2024-07-23 14:30:00+05:30,9369.55,9402.05,9349.7,9402.05,4713,84.50306563939793,52.09253904422908,9391.432499999999,9379.145799721868,9367.222014660549,9528.029393357792,9254.835606642206,9267.259126144585,173408,129798.26241268546,45.78986397640351,-16.0,-12.99084725046123,-1.043503299198477,-11.947343951262752
2024-07-23 14:45:00+05:30,9401.55,9428.95,9396.1,9405.9,5311,80.81356095086953,52.5148560395681,9390.2925,9381.693818795975,9374.95761172844,9526.003963314637,9254.581036685362,9265.22454236545,178719,127656.07824221335,45.21369767649087,-16.0,-9.196520287709063,2.200658930842952,-11.397179218552015
2024-07-23 15:00:00+05:30,9405.9,9435.0,9385.25,9389.95,26591,78.59473516866456,50.527622494085385,9390.1175,9382.480121767787,9377.956089382753,9525.821251882548,9254.413748117453,9270.52888331343,152128,106089.30738794277,44.82142348705426,-16.0,-7.391318020167091,3.2046889587079406,-10.596006978875032
2024-07-23 15:15:00+05:30,9389.95,9406.0,9284.3,9300.0,37667,81.67368265661715,41.085308357739535,9385.6175,9374.624872075618,9362.364871506203,9526.892898689935,9244.342101310065,9274.357370537326,114461,78140.8266977213,45.52048830187928,-16.000000000000007,-13.06825279037912,-1.9777966492032704,-11.09045614117585
