date,open,high,low,close,volume,atr,rsi,sma,ema_20,ema_9,bb_h,bb_l,vwap,obv,ad_line,adx,aroon,macd,macd_diff,macd_signal
2024-07-23 13:00:00+05:30,641.1,645.7,636.45,637.1,675509,5.887736877286197,50.07329784730366,636.6899999999999,636.8544226825385,636.8141276157886,644.9671734305861,628.4128265694138,636.2465095087225,1424177,-650324.5917629336,18.96587662700014,-52.0,-0.24297864273228242,0.2076269598798519,-0.45060560261213434
2024-07-23 13:15:00+05:30,637.1,644.4,636.7,642.55,331116,6.017184243194321,55.822307346208916,636.9024999999999,637.3968586175348,637.961302092631,645.5442865629741,628.2607134370257,636.6464179499477,1755293,-478316.28007462533,17.543739119293818,-52.0,0.23634598513785932,0.549561270199995,-0.31321528506213564
2024-07-23 13:30:00+05:30,642.55,643.45,639.75,641.25,267516,5.851671082966158,54.2185467021154,637.0699999999999,637.7638244634838,638.6190416741048,645.9102149295138,628.2297850704861,637.008533681308,1487777,-528927.4152097631,16.250886839560795,-52.0,0.5054881182538793,0.654962722652812,-0.14947460439893268
2024-07-23 13:45:00+05:30,641.35,642.55,639.65,642.45,254210,5.640837434182859,55.48974820158764,637.3125,638.210126895533,639.3852333392839,646.4583665527111,628.1666334472889,637.3800470510797,1741987,-292249.13934767834,15.11235560321253,-52.0,0.8063204092336491,0.7646360109060655,0.04168439832758368
2024-07-23 14:00:00+05:30,642.3,643.65,640.75,642.9,147455,5.445063331741224,55.98332867416666,637.5074999999999,638.6567814769109,640.0881866714271,646.9504484272657,628.0645515727342,637.651149969042,1889442,-221063.96693388582,13.854264652644025,-52.0,1.0687238234288543,0.8216315400810165,0.2470922833478378
2024-07-23 14:15:00+05:30,642.65,643.3,639.55,640.35,172564,5.323987379473993,52.434941076216845,637.4625,638.8180403838717,640.1405493371418,646.8420455646849,628.0829544353151,637.8211485985784,1716878,-320000.6602672129,12.982495560604173,-52.0,1.0587125516623246,0.6492962146515894,0.4094163370107352
2024-07-23 14:30:00+05:30,640.35,647.7,639.8,645.35,337290,5.507988280940142,58.04959509387788,637.8925,639.4401317758839,641.1824394697135,647.8713413656096,627.9136586343905,638.1809762241902,2054168,-183376.86279885808,13.127407604995012,-52.0,1.4376642612280648,0.8225983393738636,0.6150659218542012
2024-07-23 14:45:00+05:30,645.2,645.5,641.45,641.8,189491,5.403846260872986,53.24398485898321,638.3399999999999,639.6648811305615,641.3059515757708,648.175883285196,628.5041167148038,638.1733618238432,1864677,-340116.3319346687,13.2591458271685,-52.0,1.4349892272840634,0.6559386443438898,0.7790505829401736
2024-07-23 15:00:00+05:30,642.05,644.7,641.9,644.4,368568,5.225000099382065,56.10979017807839,638.9975,640.1158448324128,641.9247612606166,648.6051258773955,629.3898741226044,638.4790685803192,2233245,-50527.18907754187,13.378907847326216,-52.0,1.6239476567891415,0.6759176590791743,0.9480299977099672
2024-07-23 15:15:00+05:30,644.5,645.45,642.0,643.0,484082,5.098214377997635,54.18395435179626,639.5649999999999,640.3905262769449,642.1398090084933,648.6987341761187,630.4312658238812,638.9019188996092,1749163,-253981.94270073398,13.793623090516034,-52.00000000000001,1.6418045727057233,0.5550196599966049,1.0867849127091185
2024-07-24 09:15:00+05:30,639.6,659.2,639.3,658.0,883379,6.15548477956924,67.18119772323176,640.8,642.067619012474,645.3118472067947,652.5236513083594,629.0763486916405,640.7577057752115,2632542,522858.8864449911,17.47282717385232,48.0,2.8336662068545593,1.3975050353163525,1.4361611715382068
2024-07-24 09:30:00+05:30,657.95,661.0,655.45,660.25,815105,6.1122358667428625,68.61924441407113,642.0274999999999,643.7992743446193,648.2994777654358,656.2357889539873,627.8192110460126,644.6932694420816,3447647,1117665.2377963406,21.06670222677691,52.0,3.91465562156543,1.9827955600217784,1.9318600615436516
2024-07-24 09:45:00+05:30,660.0,662.7,657.7,661.0,753238,6.0327904476898,69.10520275166988,643.1099999999999,645.4374386927508,650.8395822123487,659.4729337222882,626.7470662777116,647.6260634303803,4200885,1358701.3977963268,24.562924398176413,56.0,4.776802249939351,2.2759537507165595,2.5008484992227915
