date,open,high,low,close,volume,atr,rsi,sma,ema_20,ema_9,bb_h,bb_l,vwap,obv,ad_line,adx,aroon,macd,macd_diff,macd_signal
2024-07-23 13:00:00+05:30,487.55,488.3,484.55,487.0,2501491,3.2943888442690876,83.53134209405451,474.28000000000003,476.5431311699386,481.1434517243844,487.3340568406915,461.22594315930854,480.5847434269163,19525934,8101372.65052561,46.59614238475406,60.0,4.355075679710751,1.471809903252165,2.883265776458586
2024-07-23 13:15:00+05:30,487.0,488.6,484.1,484.3,1900526,3.3805039268212953,72.62286744277009,475.0875,477.2818805823254,481.7747613795076,488.51749906924806,461.6575009307519,481.24602147564076,17625408,6369782.294970045,48.91615233522107,60.0,4.415970913318745,1.2261641094881268,3.189806803830618
2024-07-23 13:30:00+05:30,484.45,486.0,481.5,481.6,2658212,3.4604679320483456,63.6686996038836,475.81499999999994,477.6931300506754,481.7398091036061,488.99870585230127,462.6312941476986,481.6265947461907,14967196,3829713.050525627,48.840097716420956,60.0,4.197971783942478,0.8065319840894878,3.39143979985299
2024-07-23 13:45:00+05:30,481.65,486.5,481.3,486.45,1841273,3.58472022261632,70.6654180679464,476.78999999999996,478.52711766489676,482.6818472828849,490.0907744135447,463.48922558645523,481.96816938124744,16808469,5635576.954371773,48.90639621129035,60.0,4.366229197862026,0.7798315184072284,3.5863976794547976
2024-07-23 14:00:00+05:30,486.45,486.7,482.55,484.05,1501624,3.625097349572296,64.08815226187302,477.67749999999995,479.0531064587161,482.95547782630797,490.41694563158086,464.93805436841905,482.2490371663535,15306845,5219464.279672983,49.02382906458842,60.0,4.256844217908792,0.5363572307631954,3.720486987145597
2024-07-23 14:15:00+05:30,483.9,486.8,483.2,486.6,1480777,3.623304681745705,67.54466512405699,478.49749999999995,479.77185822455266,483.6843822610464,491.3171519063509,465.677848093649,482.6132441599139,16787622,6535710.501895215,49.16142158884957,60.0,4.326051493239902,0.4844516048754439,3.841599888364458
2024-07-23 14:30:00+05:30,486.75,487.0,484.7,486.0,1543001,3.5287829187638695,65.9365309760939,479.2775,480.3650145841191,484.14750580883714,491.9287242490601,466.62627575093984,483.0712503963144,15244621,6736971.501895222,49.35288688384316,60.0,4.283110737522236,0.35320867932622235,3.9299020581960136
2024-07-23 14:45:00+05:30,485.95,487.6,485.55,487.0,1384238,3.4231555674235943,67.33251471160827,480.10249999999996,480.99691795706013,484.71800464706973,492.5061073381903,467.6988926618096,483.63380548386,16628859,7310923.84335861,49.73274456808517,60.0,4.280429396290174,0.28042187047532785,4.000007525814846
2024-07-23 15:00:00+05:30,487.15,490.0,486.0,489.55,3637178,3.4643587411790517,70.63708856951808,481.125,481.81149719924485,485.6844037176558,493.09611105954707,469.15388894045293,484.3731962730858,20266037,10129736.793358631,50.794984944295265,96.0,4.4329676116065,0.34636806863332303,4.086599542973177
2024-07-23 15:15:00+05:30,489.55,497.4,488.9,496.85,7156710,3.824047402523405,77.61743499013124,482.5,483.2437355612215,487.91752297412467,495.0487051124812,469.9512948875188,486.29341364447134,27422747,16360284.322770473,53.04201165371081,100.0,5.084295642277652,0.7981568794435798,4.286138762834073
2024-07-24 09:15:00+05:30,496.0,510.65,495.35,508.5,13390519,4.643758302343159,84.10971557138747,484.39,485.64909407920044,492.03401837929977,500.21825322011284,468.56174677988713,490.89721182881755,40813266,25987454.845646318,56.0162864184389,100.0,6.465999419672073,1.7438885254703997,4.722110894201673
2024-07-24 09:30:00+05:30,508.65,509.3,504.35,504.7,3953586,4.665632709318646,76.33225410315995,485.95500000000004,487.46346607165754,494.56721470343984,503.24892667961836,468.6610733203817,493.04445739987295,36859680,22592961.815343235,58.720172568191714,88.0,7.171710362990552,1.9596795750311031,5.212030787959449
