date,open,high,low,close,volume,atr,rsi,sma,ema_20,ema_9,bb_h,bb_l,vwap,obv,ad_line,adx,aroon,macd,macd_diff,macd_signal
2024-07-23 13:00:00+05:30,4474.4,4497.75,4463.4,4479.75,18601,25.503191116578574,44.15324604511626,4496.214999999999,4489.821206390399,4473.064742082085,4556.8781774637555,4435.551822536243,4469.604967256292,60631,-20345.14413855736,46.93959322948335,-80.0,-18.84861960497983,-1.2023482371881933,-17.646271367791638
2024-07-23 13:15:00+05:30,4479.75,4503.85,4476.8,4500.05,23197,25.613677465394403,50.63549339655154,4493.7725,4490.795377210361,4478.461793665669,4549.485671467788,4438.059328532212,4471.089495779839,83828,-3665.600700479994,44.5792652231106,-80.0,-15.689926906405162,1.5650755691091796,-17.255002475514342
2024-07-23 13:30:00+05:30,4501.7,4504.95,4495.85,4500.6,11396,24.43412907500905,50.80211275255223,4491.59,4491.729150809374,4482.889434932536,4542.429272221375,4440.750727778625,4471.57528713468,95224,-3164.677623556204,42.3457559763543,-80.0,-12.992490439927678,3.410009628469332,-16.40250006839701
2024-07-23 13:45:00+05:30,4502.75,4525.0,4500.0,4518.95,15883,24.47454842679412,56.12323583884611,4490.675,4494.321612637053,4490.101547946028,4538.779360509199,4442.570639490801,4473.3577513961645,111107,5030.950376443566,38.81055487216994,-80.0,-9.267234058043869,5.708212808282514,-14.975446866326383
2024-07-23 14:00:00+05:30,4518.95,4525.0,4505.75,4513.5,19110,24.101366396308826,54.246623027869525,4490.3975,4496.148125719238,4494.7812383568225,4537.9042308388925,4442.8907691611075,4475.7747013822855,91997,1308.2231037162928,35.596735686547795,-64.0,-6.677734225422682,6.63817011272296,-13.315904338145643
2024-07-23 14:15:00+05:30,4513.5,4520.0,4500.95,4507.2,31881,23.740554510858207,52.07881031291576,4489.6625,4497.200685174549,4497.2649906854585,4535.626745615467,4443.698254384533,4479.150099202361,60116,-9653.48555770123,33.01225550212848,-64.0,-5.075388382480924,6.592412764531776,-11.6678011470127
2024-07-23 14:30:00+05:30,4508.15,4527.0,4500.6,4523.9,13844,23.930514902939738,56.9858645183034,4490.414999999999,4499.743477062687,4502.591992548367,4538.072697174737,4442.757302825261,4480.695195907192,73960,939.2720180559209,30.097166927788404,-64.0,-2.4299563017430046,7.390275876215757,-9.820232177958761
2024-07-23 14:45:00+05:30,4523.9,4535.6,4520.75,4524.0,14173,23.281906695586922,57.01424932831508,4491.152499999999,4502.053622104336,4506.873594038693,4540.383785530636,4441.921214469363,4483.02575088642,88133,-7030.057948274198,27.94260920029941,-64.0,-0.3216553119709715,7.598861492790232,-7.920516804761204
2024-07-23 15:00:00+05:30,4521.6,4537.85,4520.35,4524.3,87600,22.868913360187857,57.10569861662981,4491.875,4504.172324761065,4510.358875230955,4542.584599682891,4441.165400317109,4494.092315614935,175733,-55084.91509113316,26.15841303326332,-60.0,1.3577446693252568,7.422609179269169,-6.064864509943912
2024-07-23 15:15:00+05:30,4526.2,4532.0,4507.9,4510.05,40179,22.956848120174467,51.50102903333566,4492.4275,4504.73210335525,4510.2971001847645,4543.673528870529,4441.181471129471,4496.851950565515,135554,-88095.04787121444,24.11698478340926,-56.00000000000001,1.521288874964739,6.068922707926921,-4.547633832962182
2024-07-24 09:15:00+05:30,4506.2,4570.95,4501.45,4515.0,29316,26.281358968733432,53.21861566980776,4492.905000000001,4505.709998273797,4511.237680147812,4544.801338021089,4441.008661978913,4499.69043412839,164870,-105979.91693596248,24.193127416886263,48.0,2.026956969127241,5.259672641671539,-3.232715672544298
2024-07-24 09:30:00+05:30,4515.0,4531.45,4508.0,4525.05,11149,26.079119042395316,56.58074231818006,4495.14,4507.551903200102,4514.00014411825,4548.510250139934,4441.769749860066,4503.590505922597,176019,-100916.51181869139,24.26234799277444,48.0,3.2017458523696405,5.1475692199311505,-1.9458233675615102
2024-07-24 09:45:00+05:30,4525.7,4546.85,4525.0,4539.2,18364,25.777039110795677,60.84730138679527,4497.5175,4510.566007657235,4519.040115294601,4554.188429717088,4440.846570282912,4510.758272896817,194383,-95411.51410702162,25.12189413092833,48.0,5.214452289640576,5.728220525761669,-0.5137682361210929
2024-07-24 10:00:00+05:30,4540.4,4556.55,4538.05,4547.85,8652,25.2572506028817,63.22621181231121,4500.722500000001,4514.116864070832,4524.802092235681,4561.048858045214,4440.396141954788,4518.008023805017,203035,-94897.07086377821,26.354306346911983,48.0,7.42196357479952,6.34858544873649,1.0733781260630297
2024-07-24 10:15:00+05:30,4547.85,4554.65,4538.6,4544.8,12555,24.599589845532957,61.80035545422882,4503.637500000001,4517.0390674926575,4528.801673788545,4566.5134880638025,4440.761511936199,4521.130047475188,190480,-97752.2577796659,27.474681088715307,48.0,8.823609583687357,6.2001851660994625,2.6234244175878954
2024-07-24 10:30:00+05:30,4544.3,4551.95,4530.05,4551.0,9222,24.406761999423434,63.5975132085761,4507.2675,4520.273442017166,4533.241339030836,4572.243936305782,4442.291063694218,4523.76940751898,199702,-89330.33997144658,27.561200901799854,48.0,10.315798227873529,6.1538990482285065,4.161899179645022
2024-07-24 10:45:00+05:30,4551.0,4560.7,4547.15,4557.55,19197,23.63127899946463,65.44698261584227,4511.289999999999,4523.823590396484,4538.103071224668,4578.229267997188,4444.35073200281,4526.38972105197,218899,-79058.88240686979,28.139749902951426,48.0,11.889840063315205,6.182352706936146,5.707487356379059
