date,open,high,low,close,volume,atr,rsi,sma,ema_20,ema_9,bb_h,bb_l,vwap,obv,ad_line,adx,aroon,macd,macd_diff,macd_signal
2024-07-23 13:00:00+05:30,3383.95,3480.0,3382.45,3452.5,921354,36.81382859426498,73.78714962647241,3284.7425000000003,3305.000096908128,3344.25988773215,3403.550695319178,3165.9343046808226,3369.38859684229,1591679,409628.6029011476,43.52752224323498,40.0,32.86464854030146,19.55481124851096,13.309837291790503
2024-07-23 13:15:00+05:30,3454.1,3490.0,3448.05,3476.1,825179,37.1806979803889,75.52435456511199,3295.1099999999997,3321.2953257740205,3370.6279101857203,3439.878206454317,3150.3417935456823,3391.5700843596733,2416858,687966.6922932751,47.559589817392585,43.99999999999999,42.21209485554846,23.121806051006363,19.090288804542094
2024-07-23 13:30:00+05:30,3477.0,3483.55,3397.05,3416.55,759969,40.70350526750398,63.998771826193725,3302.675,3330.367199509828,3379.8123281485764,3455.972513026141,3149.3774869738595,3398.7097489891507,1656889,270642.67495223467,47.39687818122092,44.0,44.30411581643375,20.171061609513323,24.133054206920427
2024-07-23 13:45:00+05:30,3416.5,3451.05,3415.6,3446.9,327252,40.328254891253714,66.78118499024592,3312.0625,3341.465561461273,3393.2298625188614,3476.1628104049464,3147.9621895950536,3401.856119544248,1984141,521274.3195220502,47.24895851197395,44.0,47.859355990159656,18.981041426591382,28.878314563568274
2024-07-23 14:00:00+05:30,3447.15,3477.9,3447.15,3475.1,373290,39.66195097044988,69.16576845500278,3323.3675000000003,3354.1926508459137,3409.6038900150893,3499.2611305697274,3147.473869430273,3406.9796657376155,2357431,826583.0512293628,47.73044930302282,44.0,52.34896745401693,18.77652231235892,33.57244514165801
2024-07-23 14:15:00+05:30,3475.05,3477.0,3461.3,3469.45,221460,37.95038304398916,68.11082649844528,3333.94,3365.169541241541,3421.5731120120718,3518.072820539956,3149.807179460044,3409.7825488535536,2135971,835046.490719801,48.16816820397633,44.0,54.8191876327769,16.997393992895113,37.82179363988179
2024-07-23 14:30:00+05:30,3469.5,3478.0,3466.05,3471.65,282792,36.093212826561356,68.31348774701543,3344.7949999999996,3375.310537313775,3431.5884896096577,3534.44158156687,3155.1484184331293,3413.5080565640556,2418763,817298.0388369556,48.59024878662987,44.0,56.305323811203834,14.786824137057636,41.5184996741462
2024-07-23 14:45:00+05:30,3471.65,3474.0,3422.2,3428.9,421409,37.2151261960927,60.294765304983464,3353.5724999999998,3380.4142956648443,3431.0507916877264,3541.721219036297,3165.4237809637025,3416.0678789154867,1997354,504902.17783309857,46.01998575262679,44.0,53.41776299588355,9.519410657389876,43.89835233849367
2024-07-23 15:00:00+05:30,3428.65,3476.7,3428.65,3468.7,454593,37.989045753514624,64.47554930231206,3364.6825,3388.822457982478,3438.5806333501814,3552.4700828562673,3176.8949171437325,3419.495955523171,2451947,808121.8583742008,43.786230099647476,44.0,53.72160836284502,7.858604819481073,45.863003543363945
2024-07-23 15:15:00+05:30,3469.3,3479.95,3467.0,3468.0,336968,36.20054248540642,64.3472159982665,3376.095,3396.3631762698615,3444.4645066801454,3559.824341423735,3192.3656585762647,3422.5519221935197,2114979,523195.24833559146,41.887309837854986,44.0,53.29161133282469,5.942886231568593,47.34872510125609
