Timestamp,Open,High,Low,Close,Volume,atr,rsi,sma,ema_20,ema_9,bb_h,bb_l,vwap,obv,ad_line,adx,aroon,macd,macd_diff,macd_signal
2024-08-07T11:45:00+05:30,1130.45,1131.5,1128.3,1128.55,275562,6.426217480999442,39.33458520266178,1134.3274999999999,1135.0885395713278,1132.946829702762,1141.5838403310497,1127.07115966895,1133.0907651951882,2277170,-469512.97284870385,17.579093793865045,-52.0,-2.5430678417710624,0.058878686920118106,-2.6019465286911805
2024-08-07T11:15:00+05:30,1129.15,1130.7,1127.0,1130.45,390481,6.231487660928058,42.3771040015635,1133.9475,1134.6467738978681,1132.4474637622097,1141.1802363424933,1126.7147636575066,1132.9232996982853,2667651,-131799.67555140588,19.055523232106324,-52.0,-2.6008839459618684,0.000850066183449627,-2.601734012145318
2024-08-07T10:45:00+05:30,1136.7,1137.45,1127.0,1129.35,490659,6.532809970861771,41.092186866063656,1133.4524999999999,1134.1423192409284,1131.827971009768,1140.5190744883942,1126.3859255116056,1132.8681187825032,2176992,-401779.5080873006,17.6753003347872,-52.00000000000001,-2.7042910481516174,-0.08204562880503907,-2.6222454193465783
2024-08-07T10:15:00+05:30,1136.25,1141.0,1132.1,1136.9,438270,6.89832354437165,51.87746386793568,1133.4475,1134.404955503697,1132.8423768078144,1140.5041617461818,1126.3908382538182,1133.4845294722636,2615262,-367308.83392998413,17.645019936763216,-52.0,-2.152210674674734,0.3760277957374756,-2.5282384704122096
2024-08-07T09:45:00+05:30,1142.6,1143.4,1133.4,1136.25,655904,7.119871862630818,51.01154349795916,1133.3674999999998,1134.5806740271544,1133.5239014462516,1140.25700469918,1126.4779953008197,1134.0684502149782,1959358,-649347.5539299961,18.32660226693685,-48.0,-1.7469943060000332,0.6249953315297412,-2.3719896375297744
2024-08-07T09:15:00+05:30,1138.8,1144.8,1134.0,1142.65,702969,7.382738158157186,58.37821381458256,1133.8,1135.3491812626635,1135.3491211570013,1141.7918708698292,1125.8081291301708,1134.8013236290108,2662327,-226264.35948553513,19.33476897010525,56.0,-0.8990670165139818,1.178338096812634,-2.077405113326616
2024-08-06T15:15:00+05:30,1125.3,1129.25,1125.25,1127.3,844307,8.098256861145964,42.04680723354658,1133.2325,1134.5825925709812,1133.7392969256011,1141.3766558801406,1125.0883441198596,1134.1384734012645,1818020,-205156.68448555432,18.219225247266596,-4.0,-1.4489921655890612,0.5027303581900437,-1.951722523779105
2024-08-06T14:45:00+05:30,1126.2,1128.2,1123.1,1125.3,1926769,7.884095656778405,40.45866063446187,1132.7475,1133.6985361356496,1132.051437540481,1141.54218447416,1123.95281552584,1132.2271252615888,-108749,-469615.1746816429,17.80322373608246,-8.0,-2.0228766309257935,-0.056923285717350725,-1.9659533452084428
2024-08-06T14:15:00+05:30,1129.2,1132.65,1126.2,1126.2,823708,7.84594596700853,41.52893655566182,1132.5575000000001,1132.9843898370164,1130.8811500323848,1141.7371663882755,1123.3778336117248,1131.4038234919492,714959,-1293323.174681643,16.378517329358292,-8.0,-2.377653615096733,-0.32936021591063236,-2.0482933991861008
2024-08-06T13:45:00+05:30,1134.2,1134.85,1128.0,1129.2,612879,7.903378397936483,45.07319146282793,1132.425,1132.6239717573005,1130.544920025908,1141.717496973367,1123.132503026633,1131.094260994374,1327838,-1691470.8462144788,15.707807816330963,-8.0,-2.3892007837193887,-0.2727259076266302,-2.1164748760927585
2024-08-06T13:15:00+05:30,1135.55,1138.5,1130.05,1134.15,662486,8.00313708379816,50.41405163649018,1132.7125,1132.7693077804147,1131.2659360207265,1141.843484339053,1123.5815156609472,1131.1449102885601,1990324,-1711071.0237292538,16.037426495358655,-8.0,-1.9761485564724808,0.11226105569622247,-2.0884096121687032
2024-08-06T12:45:00+05:30,1135.5,1137.35,1134.0,1135.55,213978,7.670770149241142,51.840373287486244,1133.06,1133.0341356108513,1132.1227488165812,1142.0666419935526,1124.0533580064473,1131.123391283035,2204302,-1727039.531191941,16.337079839929284,-8.0,-1.5183310159634402,0.45606287696421055,-1.9743938929276508
2024-08-06T12:15:00+05:30,1138.35,1138.6,1134.5,1135.3,264906,7.415715138581055,51.555187500214224,1133.1100000000001,1133.2499322193416,1132.758199053265,1142.1546448244267,1124.0653551755736,1131.1935854686185,1939396,-1888567.5799724322,16.93903949844257,-8.0,-1.1622821621060666,0.6496893846572673,-1.811971546763334
2024-08-06T11:45:00+05:30,1138.4,1139.9,1136.75,1138.45,241000,7.214592628682418,54.92027415647368,1132.9900000000002,1133.7451767698806,1133.896559242612,1141.6773240989405,1124.30267590106,1131.3292166800604,2180396,-1869440.5958454486,17.828730546704325,-8.0,-0.6187990753278427,0.9545379771483931,-1.5733370524762358
2024-08-06T11:15:00+05:30,1135.7,1138.9,1133.65,1138.6,297985,7.0742645837765314,55.08028571194789,1133.0425,1134.2075408870348,1134.8372473940897,1141.8512612636528,1124.2337387363473,1131.5886691933895,2478381,-1605511.024416898,17.32791611891968,-8.0,-0.17397558482821296,1.1194891741184183,-1.2934647589466313
2024-08-06T10:45:00+05:30,1128.75,1135.95,1128.7,1135.8,419850,7.276102827792484,51.411819600815164,1133.215,1134.359203659698,1135.0297979152717,1142.097572825484,1124.332427174516,1131.7813960536723,2058531,-1203034.1278651843,16.332140438153463,-8.0,-0.04684634771524543,0.9972947289851086,-1.044141076700354
2024-08-06T10:15:00+05:30,1134.2,1135.75,1127.0,1128.7,647211,7.384952625807303,43.500212580456775,1132.9550000000002,1133.820231882584,1133.7638383322173,1142.044163877939,1123.8658361220614,1131.714262945646,1411320,-1598757.4250080348,15.930396667477659,-7.999999999999993,-0.5130915739346165,0.4248396022125901,-0.9379311761472066
2024-08-06T09:45:00+05:30,1140.1,1141.95,1133.5,1134.2,605446,7.803884581106781,49.928317294875754,1132.9625,1133.856400274719,1133.851070665774,1142.055512427135,1123.8694875728652,1131.7991663974033,2016766,-2103892.845126372,15.35057051756067,-8.0,-0.4337897816685654,0.40331311558291294,-0.8371028972514784
2024-08-06T09:15:00+05:30,1140.0,1151.0,1139.5,1140.1,976228,8.446464253884866,55.74496573746116,1133.3325,1134.4510288199838,1135.1008565326192,1142.9403236349356,1123.7246763650644,1132.6212445605327,2992994,-2978253.57556117,16.759490863432184,43.99999999999999,0.10393999610869287,0.752834314688137,-0.6488943185794441
2024-08-05T15:15:00+05:30,1135.05,1135.1,1130.0,1131.5,573589,8.56457395003594,47.14750053932667,1133.225,1134.1699784561758,1134.3806852260955,1142.8642686444575,1123.5857313555423,1131.9880711924243,2419405,-3214437.2814435167,15.497558378335524,44.0,-0.16198613236906567,0.38952654896830274,-0.5515126813373684
2024-08-05T14:45:00+05:30,1133.45,1136.0,1130.85,1134.9,945840,8.320675810747666,50.40417987893944,1133.5425,1134.2395043174924,1134.4845481808763,1142.9606885200938,1124.1243114799063,1132.6188285175385,3365245,-2672645.436783282,14.542743648801496,44.0,-0.09726174718934999,0.36340074731841476,-0.46066249450776475
2024-08-05T14:15:00+05:30,1130.65,1133.65,1128.05,1133.45,618350,8.215627538551415,49.0170087474149,1133.6924999999999,1134.1643134301123,1134.2776385447012,1143.0038519426569,1124.381148057343,1134.2756050833964,2746895,-2098463.293926148,13.429021470334156,44.0,-0.1611128784909397,0.2396396928134601,-0.4007525713043998
2024-08-05T13:45:00+05:30,1128.6,1131.55,1128.05,1130.65,584242,8.014511285797749,46.36353530029468,1133.7575000000002,1133.8296169129587,1133.552110835761,1142.9642515986925,1124.5507484013078,1134.5928898241432,2162653,-1814688.608211817,12.416546762636575,44.0,-0.43266447277574116,-0.025529521177073078,-0.4071349515986681
2024-08-05T13:15:00+05:30,1129.4,1132.0,1127.6,1128.6,666280,7.756331908240774,44.46563685095862,1133.3425,1133.3315581593436,1132.5616886686087,1142.692381015287,1123.9926189847129,1134.4550409631095,1496373,-2178114.062757278,11.496115210184227,44.0,-0.8040206851324001,-0.3175085868269856,-0.48651209830541453
2024-08-05T12:45:00+05:30,1128.2,1130.0,1125.8,1129.5,641877,7.502308200509293,45.52003962890151,1133.0049999999999,1132.9666478584536,1131.949350934887,1142.3979175446198,1123.61208245538,1133.9719406976403,2138250,-1689064.9199001333,11.157239637846674,44.0,-1.0140117838718652,-0.42199974845316046,-0.5920120354187047
2024-08-05T12:15:00+05:30,1127.0,1130.1,1126.35,1128.2,605196,7.2342861861872,44.21419357761827,1132.2824999999998,1132.5126813957438,1131.1994807479095,1140.77669066186,1123.7883093381397,1133.4973400181336,1533054,-1697134.1999000893,10.81572673045547,44.0,-1.2706827383387918,-0.5429365623360696,-0.7277461760027222
2024-08-05T11:45:00+05:30,1125.95,1127.85,1125.0,1127.0,690132,6.946122887173831,42.98827412778422,1132.2675,1131.9876641199587,1130.3595845983277,1140.7978150586616,1123.7371849413382,1132.8575281176218,842922,-1418659.8841105849,10.911411793685458,44.0,-1.5530239962449741,-0.6602222561938015,-0.8928017400511726
2024-08-05T11:15:00+05:30,1127.25,1128.35,1124.3,1125.95,1175705,6.739256966661411,41.89370858854586,1132.3,1131.4126484894864,1129.4776676786623,1140.728226385191,1123.871773614809,1131.888533796447,-332783,-1636383.0322586694,11.212973266572408,44.0,-1.84029393909168,-0.7579937592324058,-1.0823001798592742
2024-08-05T10:45:00+05:30,1129.65,1130.2,1125.7,1127.3,1203396,6.57931004047131,43.872485018021095,1132.355,1131.0209676809638,1129.0421341429299,1140.6363585841957,1124.0736414158043,1131.2570091039202,870613,-1984030.7655920514,10.737007685250227,44.0,-1.9366986642382926,-0.6835187875032147,-1.253179876735078
2024-08-05T10:15:00+05:30,1134.9,1136.85,1127.05,1129.65,1251156,6.809359323294785,47.240638539679324,1132.3775,1130.890399330396,1129.163707314344,1140.6268317911229,1124.1281682088772,1131.1651955653856,2121769,-2571308.0717144627,11.357920581173055,44.00000000000001,-1.8026944042906052,-0.4396116220444217,-1.3630827822461835
2024-08-05T09:45:00+05:30,1139.15,1139.5,1134.0,1134.9,924455,7.026547943059437,53.89679211166287,1132.4150000000002,1131.2722660608345,1130.3109658514752,1140.7029490828572,1124.1270509171432,1131.6044012861635,3046224,-3193214.162623523,12.587416018330936,44.0,-1.2583583669606924,0.08377953222839296,-1.3421378991890853
2024-08-05T09:15:00+05:30,1142.0,1151.45,1130.55,1139.15,2035943,8.017508804269484,58.46506129614641,1132.5949999999998,1132.022526435993,1132.0787726811802,1141.293672312487,1123.8963276875127,1132.75850176281,5082167,-3553644.2631019726,15.792389222161445,96.0,-0.4785126583180954,0.6909001926967919,-1.1694128510148873
2024-08-02T15:15:00+05:30,1161.5,1162.6,1160.25,1161.9,885488,9.119829603964508,73.5650404188564,1133.925,1134.8680001087557,1138.0430181449442,1149.3808888453566,1118.4691111546433,1133.9306437410264,5967655,-3195681.029059303,19.838280321564753,100.0,1.9527455197730887,2.497726696630381,-0.5449811768572922
